1.8501	0.2361
1.8164	0.2505
1.813	0.2501
1.8092	0.2502
1.7883	0.2593
1.7312	0.3037
1.6481	0.3527
1.5668	0.386
1.4853	0.4192
1.4406	0.4434
1.3826	0.4674
1.3322	0.486
1.2835	0.5069
1.2374	0.5252
1.1953	0.5394
1.1623	0.5575
1.1161	0.5754
1.0803	0.5884
1.0366	0.6094
1.001	0.6233
0.9489	0.6413
0.9011	0.6612
0.8463	0.6833
0.7929	0.7038
0.7245	0.7302
0.6538	0.7551
0.5955	0.7826
0.4965	0.8172
0.4099	0.8515
0.3111	0.8906
0.2423	0.9135
0.172	0.9403
0.1281	0.9593
0.111	0.965
0.0718	0.9794
0.0939	0.9715
0.0633	0.9821
0.063	0.9833
0.0805	0.9764
0.0379	0.9916
0.0707	0.9819
0.0794	0.9752
0.0361	0.9904
0.047	0.987
0.0771	0.9757
0.0366	0.9902
0.0699	0.9789
0.0291	0.9929
0.0335	0.9908
0.0609	0.9801
0.0417	0.9881
0.0268	0.9929
0.0293	0.992
0.0606	0.981
0.0283	0.9921
0.0377	0.9885
0.0375	0.9881
0.0339	0.9892
0.032	0.9899
0.0256	0.9926
0.0524	0.9816
0.0253	0.9929
0.0179	0.9953
0.0412	0.9866
0.048	0.9846
0.0277	0.9911
0.0198	0.9944
0.0254	0.9923
0.0429	0.9861
0.0235	0.9927
0.0156	0.9956
0.0128	0.9958
0.0748	0.9756
0.0259	0.9916
0.0202	0.9932
0.0272	0.9908
0.0231	0.9929
0.0241	0.9923
0.02	0.9937
0.0231	0.992
0.0213	0.9921
0.0188	0.9942
0.0178	0.9937
0.015	0.9951
0.0218	0.9924
0.0319	0.9891
0.0196	0.9937
0.017	0.9942
0.025	0.9914
0.0141	0.9951
0.0137	0.9949
0.0249	0.9918
0.0283	0.99
0.0226	0.992
0.017	0.9944
0.0148	0.9944
0.0208	0.9925
0.0155	0.9949
0.0142	0.9951
0.0223	0.9919
0.0207	0.9932
0.0203	0.9929
0.0101	0.9962
0.0102	0.9963
0.0299	0.9898
0.0213	0.9923
0.0207	0.9932
0.0178	0.9937
0.0206	0.9928
0.018	0.994
0.018	0.994
0.0077	0.9969
0.008	0.9972
0.0242	0.9914
0.0242	0.9914
0.0224	0.9923
0.0153	0.9944
0.0146	0.9944
0.0098	0.9961
0.0198	0.9929
0.0181	0.9936
0.015	0.9947
0.0098	0.9964
0.01	0.9959
0.0236	0.9917
0.0229	0.9917
0.018	0.9936
0.013	0.9949
0.0096	0.996
0.01	0.9961
0.0145	0.995
0.0198	0.9929
0.0164	0.9941
0.0141	0.9948
0.0102	0.9964
0.0149	0.9942
0.0161	0.9942
0.0103	0.9961
0.0074	0.9969
0.0083	0.9966
0.0206	0.9929
0.0228	0.9917
0.0154	0.9941
0.0135	0.9952
0.009	0.9962
0.0083	0.9965
0.016	0.9944
0.0192	0.9932
0.0145	0.9945
0.0134	0.9949
0.0155	0.9946
0.0112	0.9961
0.0121	0.9958
0.0118	0.9959
0.0126	0.9948
0.0151	0.9945
0.0147	0.9944
0.0073	0.9969
0.0125	0.9955
0.0135	0.9953
0.0116	0.9959
0.0159	0.9943
0.0173	0.9949
0.0072	0.997
0.0125	0.995
0.0111	0.9958
0.0098	0.9962
0.0114	0.996
0.0159	0.9948
0.0103	0.9958
0.0131	0.9947
0.0076	0.9967
0.0065	0.997
0.0092	0.9964
0.0077	0.9966
0.0113	0.9957
0.0196	0.9927
0.0127	0.9959
0.0071	0.9967
0.0054	0.9973
0.0052	0.9973
0.0057	0.9971
0.0048	0.9974
0.0049	0.9974
0.0048	0.9976
0.0044	0.9977
0.0042	0.9976
0.0048	0.9977
0.005	0.9975
0.0146	0.9948
0.0222	0.9919
0.0141	0.9949
0.0088	0.9967
0.0133	0.9951
0.0083	0.9964
0.0084	0.9967
0.011	0.9957
0.0093	0.9964
0.0092	0.9964
0.0109	0.9959
0.0094	0.9965
0.0094	0.9963
0.0148	0.9949
0.0087	0.9965
0.0099	0.9965
0.008	0.9967
0.0129	0.9952
0.0079	0.9967
0.0054	0.9977
0.005	0.9975
0.0043	0.9978
0.0046	0.9976
0.0052	0.9973
0.0046	0.9976
0.0041	0.9977
0.0041	0.9975
0.004	0.9976
0.004	0.9977
0.0041	0.9976
0.004	0.9977
0.0044	0.9978
0.0046	0.9977
0.0038	0.9978
0.0038	0.998
0.0039	0.9978
0.0038	0.9977
0.0037	0.9979
0.0036	0.998
0.0038	0.9979
0.0039	0.9977
0.0037	0.9978
0.0036	0.998
0.0036	0.9977
0.0038	0.9977
0.0049	0.9976
