1.8292	0.2443
1.762	0.2833
1.6743	0.3431
1.6144	0.3745
1.5645	0.3957
1.5235	0.4157
1.4864	0.4318
1.4479	0.443
1.4227	0.4572
1.3895	0.4697
1.3644	0.4838
1.34	0.4916
1.319	0.504
1.287	0.5144
1.2698	0.5246
1.2528	0.528
1.2314	0.5371
1.2102	0.547
1.1897	0.556
1.1709	0.5601
1.1532	0.5685
1.1328	0.5801
1.1157	0.5833
1.103	0.591
1.0808	0.5976
1.065	0.6038
1.0439	0.6144
1.0295	0.6181
1.0121	0.6265
0.9982	0.6303
0.9803	0.6376
0.9666	0.6435
0.9539	0.649
0.9399	0.6548
0.9148	0.664
0.9113	0.6661
0.8876	0.6732
0.882	0.6717
0.8656	0.6785
0.8512	0.685
0.8383	0.6909
0.83	0.6963
0.8208	0.6976
0.8125	0.7002
0.7906	0.7081
0.7843	0.711
0.7706	0.7192
0.7665	0.7124
0.747	0.7227
0.7405	0.7294
0.7332	0.7307
0.7192	0.7337
0.7064	0.7395
0.7068	0.7378
0.6918	0.7461
0.6867	0.7459
0.6801	0.7514
0.6678	0.7541
0.6576	0.7574
0.6449	0.7612
0.6475	0.7599
0.6454	0.7608
0.6326	0.7654
0.6317	0.7651
0.6203	0.77
0.6162	0.7711
0.6146	0.7735
0.6021	0.7776
0.5921	0.7791
0.5842	0.7842
0.586	0.7841
0.582	0.7853
0.5769	0.7854
0.5651	0.7907
0.5667	0.7902
0.5582	0.7943
0.5567	0.7936
0.5503	0.7964
0.5406	0.7989
0.5402	0.7993
0.5233	0.8051
0.5259	0.8052
0.5213	0.8066
0.5197	0.8093
0.5164	0.8077
0.5108	0.8124
0.5058	0.8132
0.5044	0.8125
0.5013	0.8136
0.4991	0.8179
0.4926	0.8154
0.4887	0.8181
0.4839	0.8216
0.4841	0.8191
0.4848	0.8225
0.4791	0.8233
0.4645	0.8268
0.4661	0.8257
0.4725	0.8282
0.4581	0.8296
0.4607	0.8282
0.4549	0.83
0.4556	0.8316
0.4611	0.8287
0.4489	0.8337
0.4458	0.8332
0.4428	0.8361
0.4452	0.836
0.4437	0.8341
0.4313	0.8409
0.4326	0.8403
0.4304	0.841
0.4307	0.8405
0.4251	0.8447
0.4257	0.8422
0.4233	0.8428
0.4215	0.844
0.4179	0.845
0.4174	0.8449
0.4213	0.8428
0.4041	0.8497
0.4106	0.8504
0.4167	0.8459
0.4098	0.8488
0.3992	0.8513
0.4001	0.8512
0.4023	0.8516
0.3934	0.8534
0.3941	0.8545
0.4016	0.8535
0.3974	0.8541
0.3989	0.8532
0.3887	0.8573
0.3873	0.856
0.3838	0.8578
0.3889	0.8576
0.389	0.8576
0.3788	0.8623
0.3768	0.8595
0.3849	0.8584
0.3805	0.8596
0.3757	0.863
0.3762	0.8624
0.3749	0.8619
0.3765	0.8597
0.3755	0.8606
0.3761	0.8596
0.3731	0.8642
0.3689	0.8642
0.372	0.8638
0.3661	0.8658
0.362	0.8665
0.3723	0.8645
0.3616	0.8663
0.3649	0.8661
0.3648	0.8663
0.3551	0.8701
0.3641	0.8665
0.3615	0.8651
0.3548	0.8679
0.358	0.8679
0.3558	0.8702
0.353	0.8714
0.3473	0.8707
0.3543	0.8703
0.3498	0.8725
0.3544	0.8686
0.3456	0.8723
0.3545	0.8703
0.3438	0.8739
0.3469	0.8718
0.3446	0.8732
0.3422	0.8746
0.3455	0.8716
0.3313	0.8797
0.3462	0.8732
0.3444	0.8725
0.3379	0.8748
0.3352	0.877
0.3347	0.8764
0.3391	0.8745
0.3333	0.8758
0.3328	0.8772
0.3422	0.8742
0.333	0.8782
0.3265	0.8807
0.3339	0.8763
0.3419	0.8743
0.3287	0.8799
0.3303	0.8773
0.3351	0.8763
0.3311	0.8791
0.3267	0.8803
0.3303	0.8779
0.3264	0.88
0.3319	0.8765
0.3249	0.8816
0.3243	0.8811
0.3183	0.8837
0.3182	0.8835
0.3238	0.8799
0.3196	0.8826
0.317	0.8832
0.3172	0.884
0.3239	0.8827
0.3238	0.8806
0.3251	0.881
0.3153	0.8851
0.3138	0.8859
0.3191	0.8831
0.3184	0.8828
0.3161	0.8834
0.3177	0.8829
0.3155	0.886
0.31	0.885
0.3143	0.8865
0.314	0.8839
0.3127	0.8839
0.3063	0.8856
0.3129	0.8836
0.309	0.8869
0.3092	0.8869
0.3061	0.8863
0.308	0.8867
0.3061	0.8866
0.3029	0.8885
0.3037	0.888
0.3087	0.8887
0.3119	0.8862
0.3088	0.887
0.3058	0.8897
0.3068	0.8884
0.3008	0.8892
0.2947	0.8943
0.3009	0.8907
0.2978	0.8919
0.3081	0.8876
0.3059	0.8887
0.2942	0.894
0.3014	0.8899
0.3011	0.8919
0.2988	0.8908
0.3027	0.8897
0.3031	0.8904
0.2942	0.8941
0.3021	0.8903
0.2972	0.8925
0.298	0.8914
0.299	0.8894
0.3022	0.8892
0.3014	0.8891
0.3014	0.8925
0.299	0.8907
0.2997	0.8919
0.2972	0.8913
0.2911	0.8947
0.3002	0.8918
0.2902	0.8935
0.2873	0.8964
0.2998	0.8891
0.2955	0.8937
0.292	0.8935
0.2999	0.8912
0.3006	0.8918
0.2862	0.8954
0.2887	0.8958
0.29	0.896
0.2899	0.8969
0.2867	0.8942
0.2884	0.8944
0.3002	0.8912
0.2927	0.8944
0.2884	0.8945
0.284	0.8959
0.2912	0.8928
0.2874	0.8964
0.2877	0.8955
0.2887	0.8956
0.2876	0.8939
0.289	0.8957
0.2846	0.8972
0.2847	0.897
0.2807	0.8987
0.2879	0.896
0.2838	0.8975
0.2805	0.8964
0.2866	0.8978
0.2864	0.8965
0.2827	0.8976
0.2852	0.8975
0.2825	0.8981
0.2765	0.9005
0.2818	0.8989
